schname,md_earn,num_search,locality,total_earning_sd,lg_md,earning_code
PEPPERDINE UNIVERSITY,61400.0,624.0,sub_large,1.589781380925487,11.02518140064756,1
PITZER COLLEGE,45300.0,468.0,sub_large,0.2610155395937546,10.721084386282662,1
POINT LOMA NAZARENE UNIVERSITY,50300.0,624.0,city_large,0.6736757387651001,10.825780236605917,1
POMONA COLLEGE,52600.0,468.0,sub_large,0.8634994303839191,10.87049040995193,1
UNIVERSITY OF REDLANDS,53800.0,780.0,city_small,0.962537878185042,10.893047333337728,1
SAMUEL MERRITT UNIVERSITY,111500.0,468.0,city_large,5.724636576622368,11.621788838451959,1
SAN DIEGO STATE UNIVERSITY,48700.0,780.0,city_large,0.5416244750302696,10.793454842740767,1
UNIVERSITY OF SAN DIEGO,56300.0,936.0,city_large,1.1688679777707147,10.938467575959383,1
SAN FRANCISCO STATE UNIVERSITY,46900.0,624.0,city_large,0.3930668033285852,10.75579427616868,1
UNIVERSITY OF SAN FRANCISCO,61000.0,936.0,city_large,1.5567685649917795,11.0186455364637,1
SAN JOSE STATE UNIVERSITY,54600.0,780.0,city_large,1.0285635100524573,10.907807476583594,1
SANTA CLARA UNIVERSITY,67700.0,624.0,city_mid,2.1097332318813824,11.12285622984002,1
SCRIPPS COLLEGE,47200.0,468.0,sub_large,0.41782641527886594,10.762170357789895,1
SAINT MARY'S COLLEGE OF CALIFORNIA,59000.0,624.0,Rural_large,1.3917044853232412,10.985309671896763,1
SONOMA STATE UNIVERSITY,45600.0,628.0,sub_large,0.2857751515440354,10.727684925086583,1
UNIVERSITY OF SOUTHERN CALIFORNIA,66100.0,624.0,city_large,1.9776819681465518,11.098939154318382,1
WALDEN UNIVERSITY,54900.0,624.0,city_large,1.053323122002738,10.91328684226798,1
WESTMONT COLLEGE,48300.0,468.0,sub_mid,0.5086116590965619,10.785207543360087,1
WHITTIER COLLEGE,45100.0,468.0,sub_large,0.24450913162690083,10.716659698193956,1
WOODBURY UNIVERSITY,45600.0,312.0,city_large,0.2857751515440354,10.727684925086583,1
UNIVERSITY OF COLORADO DENVER,73800.0,780.0,city_large,2.613178674870424,11.209127560632263,1
UNIVERSITY OF COLORADO COLORADO SPRINGS,41200.0,936.0,city_large,-0.07736582372674865,10.626217806887722,1
UNIVERSITY OF COLORADO BOULDER,48000.0,936.0,city_small,0.4838520471462812,10.778977123006351,1
COLORADO CHRISTIAN UNIVERSITY,40500.0,628.0,city_mid,-0.135138251610737,10.609081944147828,1
COLORADO COLLEGE,41100.0,314.0,city_large,-0.08561902771017556,10.623787731088578,1
COLORADO SCHOOL OF MINES,74700.0,314.0,sub_large,2.687457510721266,11.221248757912162,1
UNIVERSITY OF DENVER,51400.0,936.0,city_large,0.7644609825827962,10.847412906506923,1
REGIS UNIVERSITY,53100.0,468.0,city_large,0.9047654503010536,10.879951039444416,1
ALBERTUS MAGNUS COLLEGE,52200.0,628.0,city_mid,0.8304866144502114,10.862856930775358,1
UNIVERSITY OF BRIDGEPORT,40600.0,624.0,city_mid,-0.1268850476273101,10.611547975828369,1
CENTRAL CONNECTICUT STATE UNIVERSITY,43700.0,628.0,sub_large,0.1289642758589241,10.685126264117057,1
CONNECTICUT COLLEGE,51000.0,157.0,city_small,0.7314481666490885,10.839600519357369,1
UNIVERSITY OF CONNECTICUT,53900.0,936.0,sub_large,0.9707910821684689,10.894904309600681,1
EASTERN CONNECTICUT STATE UNIVERSITY,42400.0,624.0,town_large,0.02167262407437427,10.65492722584759,1
FAIRFIELD UNIVERSITY,69000.0,468.0,sub_large,2.2170248836659323,11.141876276228,1
UNIVERSITY OF HARTFORD,45900.0,780.0,city_mid,0.3105347634943161,10.734242182303689,1
UNIVERSITY OF NEW HAVEN,48900.0,936.0,sub_large,0.5581308829971234,10.797553125151618,1
QUINNIPIAC UNIVERSITY,56400.0,624.0,sub_large,1.1771211817541416,10.94024216782542,1
SACRED HEART UNIVERSITY,54100.0,468.0,sub_large,0.9872974901353226,10.898607948952096,1
UNIVERSITY OF SAINT JOSEPH,49700.0,468.0,city_small,0.6241565148645387,10.813780332606648,1
SOUTHERN CONNECTICUT STATE UNIVERSITY,41700.0,628.0,city_mid,-0.0360998038096141,10.638280388314705,1
TRINITY COLLEGE,56100.0,312.0,city_mid,1.152361569803861,10.934908916663861,1
WESLEYAN UNIVERSITY,50900.0,624.0,city_small,0.7231949626656616,10.837637848711049,1
WESTERN CONNECTICUT STATE UNIVERSITY,43300.0,624.0,city_small,0.09595145992521645,10.675931008412125,1
YALE UNIVERSITY,66000.0,624.0,city_mid,1.969428764163125,11.097425172408931,1
UNIVERSITY OF DELAWARE,54300.0,936.0,sub_large,1.0038038981021764,10.902297921958713,1
GOLDEY-BEACOM COLLEGE,43900.0,624.0,sub_large,0.1454706838257779,10.689692377847104,1
WESLEY COLLEGE,41400.0,312.0,city_small,-0.06085941575989483,10.63106031411106,1
WILMINGTON UNIVERSITY,43000.0,624.0,sub_large,0.07119184797493572,10.668978650219241,1
AMERICAN UNIVERSITY,55900.0,471.0,city_large,1.135855161837007,10.93133754807084,1
CATHOLIC UNIVERSITY OF AMERICA,54500.0,628.0,city_large,1.0203103060690304,10.905974329106854,1
GEORGE WASHINGTON UNIVERSITY,64500.0,624.0,city_large,1.8456307044117213,11.07443600653965,1
GEORGETOWN UNIVERSITY,83300.0,624.0,city_large,3.3972330532959805,11.330215832884798,1
HOWARD UNIVERSITY,46500.0,468.0,city_large,0.36005398739487754,10.747229096720554,1
TRINITY WASHINGTON UNIVERSITY,52100.0,624.0,city_large,0.8222334104667844,10.860939421415225,1
BARRY UNIVERSITY,45300.0,471.0,sub_large,0.2610155395937546,10.721084386282662,1
UNIVERSITY OF CENTRAL FLORIDA,43000.0,936.0,sub_large,0.07119184797493572,10.668978650219241,1
ECKERD COLLEGE,40800.0,468.0,city_mid,-0.11037863966045629,10.616461869895815,1
FLORIDA ATLANTIC UNIVERSITY,41400.0,468.0,city_small,-0.06085941575989483,10.63106031411106,1
ADVENTIST UNIVERSITY OF HEALTH SCIENCES,51100.0,628.0,city_mid,0.7397013706325154,10.841559345471941,1
FLORIDA INSTITUTE OF TECHNOLOGY,53100.0,624.0,city_small,0.9047654503010536,10.879951039444416,1
FLORIDA INTERNATIONAL UNIVERSITY,45100.0,624.0,sub_large,0.24450913162690083,10.716659698193956,1
FLORIDA STATE UNIVERSITY,44000.0,780.0,city_mid,0.15372388780920482,10.691967639914864,1
UNIVERSITY OF FLORIDA,51300.0,936.0,city_mid,0.7562077785993693,10.84546552414626,1
JACKSONVILLE UNIVERSITY,47700.0,312.0,city_large,0.45909243519600046,10.77270764101727,1
UNIVERSITY OF MIAMI,52400.0,780.0,sub_large,0.8469930224170652,10.866680954096502,1
UNIVERSITY OF NORTH FLORIDA,41600.0,624.0,city_large,-0.04435300779304101,10.635879484421974,1
NOVA SOUTHEASTERN UNIVERSITY,46500.0,468.0,sub_large,0.36005398739487754,10.747229096720554,1
ROLLINS COLLEGE,42200.0,312.0,sub_large,0.005166216107520448,10.650199196425806,1
SAINT LEO UNIVERSITY,42600.0,468.0,sub_small,0.038179032041228085,10.659633006160352,1
ST THOMAS UNIVERSITY,42600.0,628.0,sub_large,0.038179032041228085,10.659633006160352,1
STETSON UNIVERSITY,42600.0,471.0,sub_mid,0.038179032041228085,10.659633006160352,1
THE UNIVERSITY OF TAMPA,44400.0,785.0,city_large,0.18673670374291246,10.70101727068921,1
WARNER UNIVERSITY,42200.0,468.0,Rural_large,0.005166216107520448,10.650199196425806,1
BRENAU UNIVERSITY,42600.0,314.0,city_small,0.038179032041228085,10.659633006160352,1
EMORY UNIVERSITY,59000.0,624.0,sub_large,1.3917044853232412,10.985309671896763,1
GEORGIA STATE UNIVERSITY,41500.0,780.0,city_large,-0.05260621177646792,10.633472802314019,1
UNIVERSITY OF GEORGIA,46500.0,936.0,city_mid,0.36005398739487754,10.747229096720554,1
KENNESAW STATE UNIVERSITY,41300.0,624.0,sub_large,-0.06911261974332174,10.628641991731053,1
MERCER UNIVERSITY,46600.0,468.0,city_small,0.3683071913783045,10.74937727911096,1
MOREHOUSE COLLEGE,40900.0,468.0,city_large,-0.10212543567702938,10.61890979160975,1
OGLETHORPE UNIVERSITY,43900.0,468.0,sub_large,0.1454706838257779,10.689692377847104,1
SHORTER UNIVERSITY,43000.0,468.0,city_small,0.07119184797493572,10.668978650219241,1
SPELMAN COLLEGE,46400.0,471.0,city_large,0.35180078341145066,10.74507628970625,1
SOUTHERN POLYTECHNIC STATE UNIVERSITY,52400.0,785.0,city_small,0.8469930224170652,10.866680954096502,1
UNIVERSITY OF HAWAII AT MANOA,44300.0,468.0,city_large,0.17848349975948555,10.698762529141884,1
HAWAII PACIFIC UNIVERSITY,43400.0,780.0,city_large,0.10420466390864336,10.6782377612977,1
AUGUSTANA COLLEGE,49600.0,1256.0,city_small,0.6159033108811117,10.811766273800105,1
AURORA UNIVERSITY,41500.0,471.0,sub_large,-0.05260621177646792,10.633472802314019,1
BLESSING RIEMAN COLLEGE OF NURSING,49800.0,314.0,town_small,0.6324097188479656,10.815790343132422,1
BRADLEY UNIVERSITY,52400.0,471.0,city_mid,0.8469930224170652,10.866680954096502,1
UNIVERSITY OF CHICAGO,62800.0,780.0,city_large,1.7053262366934638,11.047726275896391,1
DEPAUL UNIVERSITY,50900.0,624.0,city_large,0.7231949626656616,10.837637848711049,1
EASTERN ILLINOIS UNIVERSITY,41200.0,624.0,town_small,-0.07736582372674865,10.626217806887722,1
ELMHURST COLLEGE,48100.0,468.0,sub_large,0.4921052511297081,10.781058245898533,1
GOVERNORS STATE UNIVERSITY,41700.0,624.0,Rural_large,-0.0360998038096141,10.638280388314705,1
ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE,166200.0,624.0,sub_large,10.239139155556888,12.020953178232556,1
UNIVERSITY OF ILLINOIS AT CHICAGO,51600.0,624.0,city_large,0.7809673905496499,10.851296331126829,1
BENEDICTINE UNIVERSITY,51000.0,314.0,sub_large,0.7314481666490885,10.839600519357369,1
UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,56600.0,780.0,city_small,1.1936275897209954,10.943781931879723,1
ILLINOIS WESLEYAN UNIVERSITY,54600.0,624.0,city_small,1.0285635100524573,10.907807476583594,1
ILLINOIS INSTITUTE OF TECHNOLOGY,68200.0,936.0,city_large,2.150999251798517,11.130214506480655,1
ILLINOIS STATE UNIVERSITY,45100.0,624.0,sub_mid,0.24450913162690083,10.716659698193956,1
KENDALL COLLEGE,40500.0,312.0,city_large,-0.135138251610737,10.609081944147828,1
KNOX COLLEGE,41600.0,312.0,town_small,-0.04435300779304101,10.635879484421974,1
LAKE FOREST COLLEGE,48100.0,312.0,sub_large,0.4921052511297081,10.781058245898533,1
LEWIS UNIVERSITY,47100.0,468.0,sub_large,0.409573211295439,10.76004951120163,1
LOYOLA UNIVERSITY CHICAGO,50600.0,624.0,city_large,0.6984353507153809,10.831726617926124,1
MCKENDREE UNIVERSITY,42500.0,468.0,sub_large,0.029925828057801175,10.657282884047461,1
MILLIKIN UNIVERSITY,42900.0,468.0,city_small,0.06293864399150881,10.666650414667744,1
MONMOUTH COLLEGE,40700.0,156.0,town_small,-0.1186318436438832,10.614007941153417,1
NATIONAL LOUIS UNIVERSITY,43700.0,468.0,city_large,0.1289642758589241,10.685126264117057,1
NATIONAL UNIVERSITY OF HEALTH SCIENCES,45400.0,624.0,sub_large,0.26926874357718156,10.723289410218579,1
NORTH CENTRAL COLLEGE,45700.0,156.0,city_mid,0.29402835552746226,10.729875458480967,1
NORTH PARK UNIVERSITY,41400.0,312.0,city_large,-0.06085941575989483,10.63106031411106,1
NORTHERN ILLINOIS UNIVERSITY,43900.0,780.0,sub_small,0.1454706838257779,10.689692377847104,1
NORTHWESTERN UNIVERSITY,64100.0,624.0,city_small,1.8126178884780138,11.068215243411098,1
ROOSEVELT UNIVERSITY,44600.0,468.0,city_large,0.20324311170976628,10.70551155928146,1
DOMINICAN UNIVERSITY,44400.0,156.0,sub_large,0.18673670374291246,10.70101727068921,1
RUSH UNIVERSITY,74300.0,312.0,city_large,2.6544446947875584,11.215879689565481,1
SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING,52900.0,312.0,city_mid,0.8882590423341997,10.876177521259402,1
UNIVERSITY OF ST FRANCIS,44600.0,468.0,sub_large,0.20324311170976628,10.70551155928146,1
SAINT XAVIER UNIVERSITY,45300.0,624.0,city_large,0.2610155395937546,10.721084386282662,1
UNIVERSITY OF ILLINOIS AT SPRINGFIELD,41800.0,624.0,city_mid,-0.02784659982618719,10.640675541671662,1
SAINT ANTHONY COLLEGE OF NURSING,54900.0,312.0,city_mid,1.053323122002738,10.91328684226798,1
TRINITY CHRISTIAN COLLEGE,41400.0,468.0,sub_large,-0.06085941575989483,10.63106031411106,1
WESTERN ILLINOIS UNIVERSITY,41100.0,624.0,town_small,-0.08561902771017556,10.623787731088578,1
WHEATON COLLEGE,42600.0,936.0,sub_large,0.038179032041228085,10.659633006160352,1
BUTLER UNIVERSITY,52400.0,471.0,city_large,0.8469930224170652,10.866680954096502,1
DEPAUW UNIVERSITY,47800.0,468.0,town_mid,0.4673456391794274,10.774801838762809,1
FRANKLIN COLLEGE,41000.0,312.0,sub_large,-0.09387223169360247,10.62135173563291,1
HANOVER COLLEGE,44400.0,468.0,town_mid,0.18673670374291246,10.70101727068921,1
UNIVERSITY OF INDIANAPOLIS,41600.0,936.0,city_large,-0.04435300779304101,10.635879484421974,1
INDIANA INSTITUTE OF TECHNOLOGY,41100.0,624.0,city_large,-0.08561902771017556,10.623787731088578,1
MARIAN UNIVERSITY,40400.0,1248.0,city_large,-0.1433914555941639,10.606609816118151,1
INDIANA WESLEYAN UNIVERSITY,46000.0,624.0,town_mid,0.318787967477743,10.736418414365376,1
UNIVERSITY OF NOTRE DAME,69400.0,936.0,sub_large,2.25003769959964,11.147656555612986,1
ROSE-HULMAN INSTITUTE OF TECHNOLOGY,78900.0,780.0,city_small,3.0340920780251963,11.275949181024878,1
SAINT MARY'S COLLEGE,45600.0,312.0,sub_large,0.2857751515440354,10.727684925086583,1
TRINE UNIVERSITY,42600.0,312.0,town_mid,0.038179032041228085,10.659633006160352,1
VALPARAISO UNIVERSITY,48100.0,468.0,sub_large,0.4921052511297081,10.781058245898533,1
WABASH COLLEGE,49900.0,468.0,town_mid,0.6406629228313925,10.817796321618971,1
ALLEN COLLEGE,52400.0,157.0,city_small,0.8469930224170652,10.866680954096502,1
CENTRAL COLLEGE,41200.0,314.0,town_mid,-0.07736582372674865,10.626217806887722,1
CLARKE UNIVERSITY,40900.0,314.0,city_small,-0.10212543567702938,10.61890979160975,1
COE COLLEGE,43800.0,314.0,city_mid,0.137217479842351,10.687411927154141,1
CORNELL COLLEGE,41900.0,157.0,town_large,-0.01959339584276028,10.643064971973882,1
DRAKE UNIVERSITY,55700.0,468.0,city_mid,1.1193487538701532,10.92775337907558,1
GRINNELL COLLEGE,45600.0,468.0,town_small,0.2857751515440354,10.727684925086583,1
IOWA STATE UNIVERSITY,47200.0,624.0,city_small,0.41782641527886594,10.762170357789895,1
UNIVERSITY OF IOWA,48700.0,780.0,city_small,0.5416244750302696,10.793454842740767,1
LORAS COLLEGE,41200.0,312.0,city_small,-0.07736582372674865,10.626217806887722,1
LUTHER COLLEGE,42500.0,312.0,town_small,0.029925828057801175,10.657282884047461,1
MOUNT MERCY UNIVERSITY,43200.0,468.0,city_mid,0.08769825594178954,10.673618922112436,1
UNIVERSITY OF NORTHERN IOWA,41700.0,936.0,city_small,-0.0360998038096141,10.638280388314705,1
SAINT AMBROSE UNIVERSITY,44800.0,312.0,city_mid,0.2197495196766201,10.709985739582528,1
SIMPSON COLLEGE,45800.0,471.0,town_large,0.3022815595108892,10.732061203925053,1
WARTBURG COLLEGE,43200.0,468.0,town_mid,0.08769825594178954,10.673618922112436,1
WILLIAM PENN UNIVERSITY,41200.0,312.0,town_small,-0.07736582372674865,10.626217806887722,1
BAKER UNIVERSITY,48900.0,471.0,town_large,0.5581308829971234,10.797553125151618,1
FRIENDS UNIVERSITY,41800.0,468.0,city_large,-0.02784659982618719,10.640675541671662,1
UNIVERSITY OF KANSAS,44600.0,936.0,city_small,0.20324311170976628,10.70551155928146,1
NEWMAN UNIVERSITY,41900.0,312.0,city_large,-0.01959339584276028,10.643064971973882,1
KANSAS STATE UNIVERSITY,43300.0,780.0,city_small,0.09595145992521645,10.675931008412125,1
SOUTHWESTERN COLLEGE,44200.0,1256.0,town_mid,0.17023029577605864,10.69650269224425,1
BELLARMINE UNIVERSITY,44900.0,471.0,city_large,0.228002723660047,10.712215345197256,1
CENTRE COLLEGE,45000.0,314.0,town_mid,0.23625592764347392,10.714439990727769,1
GEORGETOWN COLLEGE,43000.0,312.0,town_large,0.07119184797493572,10.668978650219241,1
UNIVERSITY OF KENTUCKY,41500.0,936.0,city_large,-0.05260621177646792,10.633472802314019,1
THOMAS MORE COLLEGE,45800.0,312.0,sub_large,0.3022815595108892,10.732061203925053,1
TRANSYLVANIA UNIVERSITY,41100.0,468.0,city_large,-0.08561902771017556,10.623787731088578,1
LOUISIANA STATE UNIVERSITY AND AGRICULTURAL & MECHANICAL COLLEGE,45900.0,156.0,Rural_large,0.3105347634943161,10.734242182303689,1
LOUISIANA TECH UNIVERSITY,41100.0,624.0,town_mid,-0.08561902771017556,10.623787731088578,1
LOYOLA UNIVERSITY NEW ORLEANS,41300.0,468.0,city_large,-0.06911261974332174,10.628641991731053,1
TULANE UNIVERSITY OF LOUISIANA,52400.0,936.0,city_large,0.8469930224170652,10.866680954096502,1
XAVIER UNIVERSITY OF LOUISIANA,46500.0,624.0,city_large,0.36005398739487754,10.747229096720554,1
BATES COLLEGE,53500.0,471.0,city_small,0.9377782662347612,10.887455624298198,1
BOWDOIN COLLEGE,54800.0,471.0,town_large,1.045069918019311,10.911463720944793,1
COLBY COLLEGE,53000.0,471.0,town_small,0.8965122463176267,10.87806606028079,1
MAINE MARITIME ACADEMY,74700.0,156.0,Rural_mid,2.687457510721266,11.221248757912162,1
UNIVERSITY OF NEW ENGLAND,44800.0,780.0,sub_mid,0.2197495196766201,10.709985739582528,1
UNIVERSITY OF BALTIMORE,58000.0,936.0,city_large,1.3091724454889722,10.968215530759236,1
BOWIE STATE UNIVERSITY,47000.0,471.0,sub_large,0.4013200073120121,10.757924157061597,1
CAPITOL COLLEGE,58900.0,157.0,sub_large,1.3834512813398143,10.983613347424248,1
WASHINGTON ADVENTIST UNIVERSITY,46800.0,624.0,sub_large,0.3848135993451583,10.753659849198824,1
FROSTBURG STATE UNIVERSITY,43600.0,624.0,sub_small,0.12071107187549718,10.682835364853922,1
GOUCHER COLLEGE,45500.0,468.0,city_small,0.27752194756060844,10.725489582719506,1
HOOD COLLEGE,43100.0,312.0,city_small,0.07944505195836263,10.67130147767883,1
JOHNS HOPKINS UNIVERSITY,69200.0,780.0,city_large,2.233531291632786,11.1447705923684,1
LOYOLA UNIVERSITY MARYLAND,62100.0,468.0,city_large,1.6475538088094754,11.036517370851499,1
MOUNT ST MARY'S UNIVERSITY,50300.0,780.0,town_large,0.6736757387651001,10.825780236605917,1
NOTRE DAME OF MARYLAND UNIVERSITY,48800.0,624.0,city_large,0.5498776790136964,10.795506083434564,1
SALISBURY UNIVERSITY,47300.0,624.0,sub_small,0.4260796192622928,10.764286715905591,1
ST MARY'S COLLEGE OF MARYLAND,48200.0,471.0,sub_small,0.500358455113135,10.783135046711445,1
TOWSON UNIVERSITY,49500.0,624.0,city_small,0.6076501068976848,10.809748150372926,1
STEVENSON UNIVERSITY,51400.0,471.0,Rural_large,0.7644609825827962,10.847412906506923,1
WASHINGTON COLLEGE,48300.0,312.0,town_mid,0.5086116590965619,10.785207543360087,1
MCDANIEL COLLEGE,44600.0,468.0,sub_small,0.20324311170976628,10.70551155928146,1
AMERICAN INTERNATIONAL COLLEGE,42400.0,314.0,city_mid,0.02167262407437427,10.65492722584759,1
AMHERST COLLEGE,56800.0,471.0,sub_large,1.2101339976878493,10.947309210188068,1
ANNA MARIA COLLEGE,42400.0,314.0,Rural_large,0.02167262407437427,10.65492722584759,1
ASSUMPTION COLLEGE,52800.0,314.0,city_mid,0.8800058383507728,10.874285408908944,1
BABSON COLLEGE,85500.0,471.0,sub_large,3.5788035409313723,11.356283350762888,1
BAY PATH COLLEGE,41900.0,628.0,sub_large,-0.01959339584276028,10.643064971973882,1
BENTLEY UNIVERSITY,74900.0,314.0,city_small,2.7039639186881197,11.223922520551032,1
BOSTON ARCHITECTURAL COLLEGE,41600.0,314.0,city_large,-0.04435300779304101,10.635879484421974,1
BOSTON COLLEGE,67000.0,314.0,city_small,2.0519608039973942,11.112462823634855,1
BOSTON UNIVERSITY,60600.0,628.0,city_large,1.5237557490580718,11.01206667357142,1
BRANDEIS UNIVERSITY,58800.0,628.0,city_small,1.3751980773563874,10.981914140544825,1
BRIDGEWATER STATE UNIVERSITY,41500.0,471.0,sub_large,-0.05260621177646792,10.633472802314019,1
CLARK UNIVERSITY,44100.0,628.0,city_mid,0.16197709179263173,10.694237736914808,1
CURRY COLLEGE,43600.0,314.0,sub_large,0.12071107187549718,10.682835364853922,1
EASTERN NAZARENE COLLEGE,44400.0,624.0,sub_large,0.18673670374291246,10.70101727068921,1
EMERSON COLLEGE,44800.0,468.0,city_large,0.2197495196766201,10.709985739582528,1
EMMANUEL COLLEGE,42400.0,780.0,city_large,0.02167262407437427,10.65492722584759,1
ENDICOTT COLLEGE,42800.0,468.0,sub_large,0.054685440008081905,10.664316745782925,1
FITCHBURG STATE UNIVERSITY,42100.0,624.0,sub_mid,-0.0030869878759064617,10.647826772357497,1
FRAMINGHAM STATE UNIVERSITY,43200.0,624.0,city_small,0.08769825594178954,10.673618922112436,1
GORDON COLLEGE,41600.0,468.0,sub_large,-0.04435300779304101,10.635879484421974,1
HARVARD UNIVERSITY,87200.0,624.0,city_mid,3.7191080086496298,11.375971077721223,1
COLLEGE OF THE HOLY CROSS,63700.0,471.0,city_mid,1.779605072544306,11.06195554002416,1
LASELL COLLEGE,40900.0,468.0,city_small,-0.10212543567702938,10.61890979160975,1
MCPHS UNIVERSITY,116400.0,624.0,city_large,6.1290435718102865,11.664796405307863,1
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,91600.0,624.0,city_mid,4.0822489839204135,11.425197467633199,1
MASSACHUSETTS MARITIME ACADEMY,79500.0,312.0,sub_mid,3.0836113019257576,11.283524879179666,1
MERRIMACK COLLEGE,55400.0,468.0,sub_large,1.0945891419198726,10.922352923113982,1
MOUNT HOLYOKE COLLEGE,44100.0,468.0,sub_large,0.16197709179263173,10.694237736914808,1
NEW ENGLAND COLLEGE OF OPTOMETRY,88500.0,468.0,city_large,3.8263996604341797,11.390769130367211,1
NICHOLS COLLEGE,47100.0,312.0,sub_large,0.409573211295439,10.76004951120163,1
NORTHEASTERN UNIVERSITY,60100.0,624.0,city_large,1.4824897291409374,11.003781759319981,1
COLLEGE OF OUR LADY OF THE ELMS,43700.0,314.0,sub_large,0.1289642758589241,10.685126264117057,1
REGIS COLLEGE,43300.0,312.0,sub_large,0.09595145992521645,10.675931008412125,1
SALEM STATE UNIVERSITY,40400.0,468.0,sub_large,-0.1433914555941639,10.606609816118151,1
SIMMONS COLLEGE,51400.0,314.0,city_large,0.7644609825827962,10.847412906506923,1
SMITH COLLEGE,42700.0,314.0,sub_large,0.046432236024654995,10.661977618146238,1
SPRINGFIELD COLLEGE,45100.0,471.0,city_mid,0.24450913162690083,10.716659698193956,1
STONEHILL COLLEGE,58800.0,471.0,sub_large,1.3751980773563874,10.981914140544825,1
SUFFOLK UNIVERSITY,49900.0,471.0,city_large,0.6406629228313925,10.817796321618971,1
TUFTS UNIVERSITY,67800.0,624.0,sub_large,2.1179864358648093,11.124332223082254,1
WELLESLEY COLLEGE,56700.0,468.0,sub_large,1.2018807937044222,10.945547126244623,1
WENTWORTH INSTITUTE OF TECHNOLOGY,54600.0,624.0,city_large,1.0285635100524573,10.907807476583594,1
WESTERN NEW ENGLAND UNIVERSITY,55100.0,624.0,city_mid,1.0698295299695917,10.916923143796645,1
WESTFIELD STATE UNIVERSITY,43300.0,468.0,sub_large,0.09595145992521645,10.675931008412125,1
WHEATON COLLEGE,46400.0,936.0,sub_large,0.35180078341145066,10.74507628970625,1
WILLIAMS COLLEGE,58100.0,312.0,town_large,1.317425649472399,10.969938154395841,1
WORCESTER POLYTECHNIC INSTITUTE,77600.0,468.0,city_mid,2.9268004262406464,11.259335592686217,1
WORCESTER STATE UNIVERSITY,43700.0,624.0,city_mid,0.1289642758589241,10.685126264117057,1
ALBION COLLEGE,45100.0,314.0,town_large,0.24450913162690083,10.716659698193956,1
ALMA COLLEGE,44700.0,314.0,town_mid,0.2114963156931932,10.707751151716078,1
CALVIN COLLEGE,40900.0,314.0,city_mid,-0.10212543567702938,10.61890979160975,1
CLEARY UNIVERSITY,50500.0,157.0,city_mid,0.690182146731954,10.829748417047593,1
COLLEGE FOR CREATIVE STUDIES,40600.0,314.0,city_large,-0.1268850476273101,10.611547975828369,1
UNIVERSITY OF DETROIT MERCY,42200.0,468.0,city_large,0.005166216107520448,10.650199196425806,1
KETTERING UNIVERSITY,74900.0,312.0,city_mid,2.7039639186881197,11.223922520551032,1
HOPE COLLEGE,43300.0,312.0,city_small,0.09595145992521645,10.675931008412125,1
KALAMAZOO COLLEGE,49400.0,468.0,city_small,0.599396902914258,10.807725945886109,1
LAWRENCE TECHNOLOGICAL UNIVERSITY,53700.0,468.0,city_small,0.954284674201615,10.891186902297498,1
MICHIGAN STATE UNIVERSITY,49800.0,780.0,city_small,0.6324097188479656,10.815790343132422,1
MICHIGAN TECHNOLOGICAL UNIVERSITY,60100.0,468.0,town_small,1.4824897291409374,11.003781759319981,1
OAKLAND UNIVERSITY,42600.0,468.0,sub_large,0.038179032041228085,10.659633006160352,1
SPRING ARBOR UNIVERSITY,40400.0,471.0,sub_small,-0.1433914555941639,10.606609816118151,1
WALSH COLLEGE OF ACCOUNTANCY AND BUSINESS ADMINISTRATION,54500.0,312.0,city_small,1.0203103060690304,10.905974329106854,1
WAYNE STATE UNIVERSITY,41500.0,780.0,city_large,-0.05260621177646792,10.633472802314019,1
WESTERN MICHIGAN UNIVERSITY,42700.0,624.0,city_small,0.046432236024654995,10.661977618146238,1
AUGSBURG COLLEGE,44800.0,471.0,city_large,0.2197495196766201,10.709985739582528,1
BETHEL UNIVERSITY,44000.0,785.0,sub_large,0.15372388780920482,10.691967639914864,1
CARLETON COLLEGE,46100.0,471.0,town_mid,0.3270411714611699,10.738589920723442,1
CONCORDIA COLLEGE AT MOORHEAD,41200.0,628.0,sub_mid,-0.07736582372674865,10.626217806887722,1
MARTIN LUTHER COLLEGE,40400.0,468.0,town_mid,-0.1433914555941639,10.606609816118151,1
GUSTAVUS ADOLPHUS COLLEGE,50100.0,468.0,town_large,0.6571693307982464,10.821796246953596,1
HAMLINE UNIVERSITY,46900.0,468.0,city_large,0.3930668033285852,10.75579427616868,1
MACALESTER COLLEGE,45700.0,468.0,city_large,0.29402835552746226,10.729875458480967,1
METROPOLITAN STATE UNIVERSITY,43600.0,624.0,city_large,0.12071107187549718,10.682835364853922,1
NORTHWESTERN HEALTH SCIENCES UNIVERSITY,42500.0,312.0,city_small,0.029925828057801175,10.657282884047461,1
COLLEGE OF SAINT BENEDICT,47600.0,471.0,sub_mid,0.4508392312125736,10.7706090484022,1
SAINT CLOUD STATE UNIVERSITY,40800.0,468.0,city_small,-0.11037863966045629,10.616461869895815,1
SAINT JOHNS UNIVERSITY,55900.0,312.0,Rural_large,1.135855161837007,10.93133754807084,1
